,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR,Fighter_1_Odds,Fighter_2_Odds
516,VictorHenry,135.0,68.0,36,7.87,6.47,0.0,0.0,49.0,47.0,0.0,75.0,22.0,6.0,TonyGravely,135.0,69.0,32,3.61,3.45,5.83,0.3,48.0,47.0,47.0,52.0,23.0,8.0,1,0,0,-155.0,120.0
517,TysonNam,125.0,68.0,40,3.68,5.66,0.0,0.0,32.0,64.0,0.0,0.0,21.0,12.0,BrunoSilva,125.0,65.0,33,2.98,3.23,2.89,0.0,46.0,58.0,31.0,64.0,12.0,5.0,0,1,0,145.0,-195.0
518,CarlstonHarris,170.0,76.0,36,4.03,2.07,0.0,1.6,45.0,66.0,0.0,75.0,17.0,5.0,JaredGooden,170.0,77.0,30,5.16,7.59,0.65,0.0,45.0,49.0,0.0,85.0,22.0,8.0,1,0,0,-400.0,240.0
519,LeonEdwards,170.0,74.0,32,2.59,2.28,1.39,0.4,50.0,53.0,33.0,68.0,20.0,3.0,KamaruUsman,170.0,76.0,36,4.55,2.56,3.01,0.1,53.0,57.0,48.0,97.0,20.0,2.0,1,0,0,195.0,-280.0
520,JustinGaethje,155.0,11.0,35,7.46,7.85,0.0,0.0,60.0,55.0,0.0,75.0,23.0,4.0,RafaelFiziev,155.0,71.0,30,4.81,4.86,0.36,0.0,50.0,50.0,40.0,92.0,12.0,1.0,1,0,0,175.0,-262.0
521,GunnarNelson,170.0,11.0,35,1.83,3.05,1.86,0.9,60.0,50.0,60.0,66.0,18.0,5.0,BryanBarberena,170.0,72.0,34,5.92,4.9,0.16,0.3,48.0,44.0,25.0,54.0,18.0,9.0,1,1,0,-420.0,300.0
522,MarvinVettori,185.0,74.0,30,4.2,3.58,1.89,0.6,44.0,59.0,44.0,74.0,18.0,6.0,RomanDolidze,185.0,76.0,35,2.62,2.06,2.12,2.1,47.0,57.0,52.0,33.0,12.0,1.0,1,0,0,-715.0,188.0
523,JackShore,135.0,71.0,28,3.96,2.34,3.66,0.6,58.0,57.0,39.0,80.0,16.0,1.0,MakwanAmirkhani,145.0,10.0,35,1.35,2.98,4.15,1.1,44.0,46.0,43.0,38.0,17.0,8.0,1,1,0,-660.0,350.0
524,ChrisDuncan,155.0,10.0,30,7.1,7.94,4.18,0.0,44.0,41.0,40.0,0.0,9.0,1.0,OmarMorales,155.0,11.0,38,3.47,3.12,0.54,0.0,38.0,61.0,0.0,63.0,11.0,3.0,1,0,0,-115.0,-115.0
525,SamPatterson,155.0,78.0,27,2.69,2.9,0.0,3.2,37.0,51.0,0.0,50.0,10.0,1.0,YanalAshmouz,155.0,68.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,1,-300.0,210.0
526,MuhammadMokaev,125.0,70.0,23,1.15,0.99,8.88,1.0,54.0,53.0,54.0,0.0,9.0,0.0,JafelFilho,125.0,68.0,30,2.52,2.95,2.6,1.3,42.0,46.0,28.0,0.0,14.0,2.0,1,1,0,-1000.0,550.0
527,LeroneMurphy,145.0,73.0,32,2.58,1.9,0.76,0.8,42.0,62.0,33.0,36.0,11.0,0.0,GabrielSantos,145.0,70.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1,0,0,-210.0,140.0
528,JakeHadley,125.0,70.0,27,4.02,3.54,0.49,1.9,48.0,61.0,0.0,37.0,9.0,1.0,MalcolmGordon,125.0,71.0,33,1.9,2.04,1.66,0.8,44.0,41.0,30.0,9.0,14.0,6.0,1,0,1,-550.0,255.0
529,MarlonVera,135.0,70.0,31,4.28,5.01,0.68,1.1,50.0,51.0,42.0,68.0,20.0,7.0,CorySandhagen,135.0,11.0,31,6.15,4.21,0.71,0.4,44.0,56.0,20.0,63.0,15.0,4.0,0,0,0,116.0,-162.0
530,HollyHolm,135.0,69.0,42,3.24,2.86,0.72,0.1,39.0,56.0,26.0,78.0,14.0,6.0,YanaSantos,135.0,68.0,34,4.28,2.94,1.53,0.2,56.0,50.0,53.0,50.0,14.0,6.0,1,0,0,-250.0,188.0
531,NateLandwehr,145.0,72.0,35,6.37,5.56,1.3,1.3,51.0,53.0,66.0,86.0,16.0,4.0,AustinLingo,145.0,10.0,29,4.0,3.82,0.67,0.0,42.0,58.0,66.0,80.0,9.0,1.0,1,1,0,-225.0,165.0
532,ChidiNjokuani,185.0,80.0,35,4.28,2.47,0.0,0.4,72.0,52.0,0.0,75.0,22.0,8.0,AlbertDuraev,185.0,11.0,34,2.91,2.46,2.11,1.1,43.0,65.0,21.0,50.0,15.0,4.0,0,0,0,-185.0,120.0
533,DanielPineda,145.0,69.0,38,3.35,2.97,1.42,1.6,48.0,45.0,22.0,42.0,27.0,14.0,TuckerLutz,145.0,72.0,29,4.1,3.02,2.0,0.2,51.0,44.0,66.0,70.0,12.0,2.0,1,1,0,180.0,-310.0
534,StevenPeterson,145.0,10.0,33,5.17,5.97,1.61,0.8,41.0,53.0,29.0,64.0,19.0,10.0,LucasAlexander,145.0,11.0,28,0.49,1.97,0.0,0.0,50.0,50.0,0.0,0.0,7.0,3.0,0,0,0,-170.0,125.0
535,TrevinGiles,170.0,74.0,31,2.9,1.99,1.46,0.4,54.0,60.0,57.0,73.0,15.0,4.0,PrestonParsons,170.0,11.0,28,5.22,3.83,3.19,4.0,63.0,49.0,40.0,0.0,10.0,3.0,1,0,0,-112.0,-130.0
536,CJVergara,125.0,68.0,32,4.83,4.63,0.0,0.0,56.0,51.0,0.0,73.0,10.0,4.0,DanielLacerda,125.0,70.0,27,4.29,0.26,1.4,0.0,60.0,26.0,33.0,0.0,11.0,4.0,1,0,1,-275.0,195.0
537,VictorAltamirano,125.0,70.0,32,7.04,5.32,2.23,0.0,60.0,50.0,41.0,72.0,11.0,2.0,ViniciusSalvador,125.0,70.0,27,8.43,7.15,0.0,0.0,45.0,61.0,0.0,0.0,14.0,4.0,1,0,0,-111.0,-125.0
538,AlexPereira,185.0,79.0,36,5.23,3.63,0.33,0.0,59.0,53.0,0.0,73.0,7.0,1.0,IsraelAdesanya,185.0,80.0,34,3.93,2.8,0.06,0.2,50.0,58.0,14.0,77.0,23.0,2.0,0,0,1,105.0,-165.0
539,GilbertBurns,170.0,10.0,37,3.42,3.17,2.03,0.6,48.0,54.0,35.0,47.0,21.0,5.0,JorgeMasvidal,170.0,11.0,39,4.11,3.06,1.44,0.3,48.0,64.0,59.0,74.0,35.0,16.0,1,0,0,-490.0,310.0
540,RobFont,135.0,71.0,36,6.38,3.95,1.03,0.4,46.0,57.0,37.0,55.0,19.0,6.0,AdrianYanez,135.0,70.0,30,6.62,5.49,0.0,0.0,40.0,59.0,0.0,0.0,16.0,3.0,1,0,1,133.0,-210.0
541,KevinHolland,170.0,81.0,31,4.06,2.96,0.89,0.5,54.0,52.0,41.0,50.0,23.0,9.0,SantiagoPonzinibbio,170.0,73.0,37,5.02,4.65,0.52,0.0,41.0,61.0,30.0,60.0,30.0,6.0,1,0,1,-260.0,195.0
542,RaulRosasJr.,135.0,67.0,19,1.3,0.9,4.23,2.5,48.0,33.0,62.0,0.0,7.0,0.0,ChristianRodriguez,135.0,71.0,26,3.31,2.43,0.88,1.8,41.0,56.0,50.0,56.0,8.0,1.0,0,0,0,-280.0,200.0
543,ChrisCurtis,185.0,10.0,36,5.82,6.39,0.0,0.0,56.0,55.0,0.0,0.0,30.0,9.0,KelvinGastelum,185.0,71.0,32,3.53,3.24,1.05,0.1,41.0,57.0,32.0,62.0,17.0,8.0,0,0,0,110.0,-138.0
544,GeraldMeerschaert,185.0,77.0,36,3.11,3.45,2.17,1.7,43.0,52.0,37.0,29.0,35.0,15.0,JoePyfer,185.0,75.0,27,3.49,2.55,2.01,1.0,44.0,55.0,0.0,50.0,10.0,2.0,0,0,1,160.0,-210.0
545,IgnacioBahamondes,155.0,75.0,26,8.33,5.03,0.0,0.6,47.0,58.0,0.0,95.0,13.0,4.0,TreyOgden,155.0,11.0,34,3.73,4.03,1.0,1.0,43.0,57.0,15.0,0.0,16.0,5.0,1,0,0,-480.0,260.0
546,MaxHolloway,145.0,11.0,32,7.24,4.89,0.29,0.3,47.0,59.0,53.0,84.0,23.0,7.0,ArnoldAllen,145.0,70.0,29,3.4,2.25,1.35,0.4,42.0,67.0,50.0,76.0,19.0,1.0,1,0,0,-175.0,140.0
547,EdsonBarboza,145.0,11.0,37,3.96,4.1,0.38,0.1,44.0,58.0,44.0,75.0,22.0,11.0,BillyQuarantillo,145.0,10.0,35,7.88,5.72,1.55,1.2,58.0,40.0,24.0,58.0,17.0,4.0,1,0,1,135.0,-182.0
548,DustinJacoby,205.0,76.0,35,5.58,3.98,0.34,0.0,46.0,60.0,30.0,58.0,18.0,6.0,AzamatMurzakanov,205.0,10.0,34,4.63,2.44,0.6,0.0,60.0,62.0,14.0,0.0,12.0,0.0,0,0,0,-175.0,120.0
549,TannerBoser,205.0,75.0,32,4.21,2.2,0.0,0.0,52.0,62.0,0.0,64.0,20.0,9.0,IonCutelaba,205.0,75.0,30,4.43,3.3,4.7,0.0,42.0,47.0,57.0,77.0,16.0,9.0,0,0,1,103.0,-138.0
550,PedroMunhoz,135.0,65.0,37,5.4,5.96,0.55,0.6,44.0,58.0,20.0,81.0,19.0,7.0,ChrisGutierrez,135.0,67.0,32,4.7,2.58,0.44,0.1,58.0,64.0,37.0,73.0,19.0,3.0,1,0,0,163.0,-240.0
551,ClayGuida,155.0,70.0,42,2.58,2.8,3.27,0.7,34.0,62.0,37.0,68.0,38.0,19.0,RafaGarcia,155.0,70.0,29,3.27,4.21,4.24,0.3,40.0,58.0,45.0,76.0,15.0,3.0,0,0,0,210.0,-340.0
552,BillAlgeo,145.0,73.0,34,5.68,4.14,0.77,0.0,53.0,46.0,38.0,55.0,16.0,7.0,TJBrown,145.0,72.0,33,3.4,2.69,3.62,1.6,44.0,49.0,56.0,38.0,17.0,9.0,1,1,0,-230.0,160.0
553,BrandonRoyval,125.0,68.0,31,3.32,2.72,0.7,2.4,36.0,50.0,0.0,39.0,14.0,6.0,MatheusNicolau,125.0,66.0,30,3.72,3.08,1.52,0.9,53.0,67.0,45.0,93.0,19.0,3.0,1,0,1,160.0,-211.0
554,ZakCummings,205.0,75.0,39,2.58,2.83,0.68,0.7,32.0,55.0,28.0,65.0,24.0,7.0,EdHerman,205.0,77.0,43,3.28,3.52,2.08,1.1,48.0,42.0,48.0,59.0,27.0,15.0,1,0,1,-225.0,170.0
555,LandoVannata,155.0,71.0,31,4.64,4.71,1.21,0.3,44.0,53.0,42.0,68.0,12.0,6.0,DanielZellhuber,155.0,77.0,24,5.57,5.57,0.5,0.0,42.0,55.0,50.0,88.0,12.0,1.0,0,0,0,100.0,-134.0
556,AaronPhillips,135.0,71.0,34,1.65,3.44,0.0,0.4,56.0,39.0,0.0,44.0,12.0,4.0,GastonBolanos,135.0,69.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0,0,0,140.0,-190.0
557,SergeiPavlovich,257.0,84.0,31,8.07,4.3,0.0,0.0,51.0,48.0,0.0,66.0,17.0,1.0,CurtisBlaydes,265.0,80.0,32,3.54,1.7,6.05,0.0,51.0,59.0,53.0,33.0,17.0,3.0,1,0,1,100.0,-160.0
558,BradTavares,185.0,74.0,36,3.3,3.01,0.86,0.0,43.0,56.0,26.0,80.0,19.0,8.0,BrunoSilva,185.0,74.0,34,4.31,4.58,0.66,0.0,48.0,44.0,18.0,71.0,22.0,8.0,0,0,1,-175.0,130.0
559,JeremiahWells,170.0,74.0,37,3.68,1.62,1.28,1.3,49.0,32.0,12.0,0.0,11.0,2.0,MatthewSemelsberger,170.0,75.0,31,4.6,4.57,1.39,0.2,42.0,56.0,77.0,61.0,11.0,4.0,1,0,0,-110.0,-143.0
560,RickyGlenn,155.0,70.0,34,4.03,3.89,0.57,0.4,43.0,52.0,13.0,68.0,22.0,6.0,ChristosGiagos,155.0,10.0,33,2.81,2.87,3.21,0.4,41.0,48.0,41.0,52.0,19.0,10.0,0,0,1,-180.0,124.0
561,RaniYahya,135.0,67.0,39,1.58,1.76,2.9,1.9,38.0,50.0,33.0,24.0,28.0,10.0,MontelJackson,135.0,10.0,31,3.39,1.4,3.54,0.3,54.0,63.0,71.0,67.0,12.0,2.0,0,0,1,400.0,-725.0
562,FrancisMarshall,145.0,72.0,24,6.26,4.95,4.95,0.0,42.0,53.0,53.0,0.0,7.0,0.0,WilliamGomis,145.0,73.0,26,2.13,1.33,3.0,0.0,45.0,62.0,60.0,0.0,11.0,2.0,0,0,0,-212.0,155.0
563,BradyHiestand,135.0,71.0,24,2.83,4.03,4.5,0.5,50.0,43.0,47.0,50.0,7.0,2.0,BatgerelDanaa,135.0,70.0,34,6.22,4.56,0.35,0.0,37.0,48.0,33.0,66.0,12.0,4.0,1,0,1,115.0,-158.0
564,SongYadong,135.0,67.0,26,4.55,3.93,0.63,0.2,41.0,59.0,55.0,71.0,19.0,7.0,RickySimon,135.0,69.0,31,3.04,2.95,6.55,0.5,44.0,64.0,52.0,75.0,20.0,3.0,1,0,1,110.0,-144.0
565,CaioBorralho,185.0,10.0,30,2.36,1.6,2.23,0.5,61.0,60.0,75.0,50.0,13.0,1.0,MichalOleksiejczuk,185.0,74.0,28,4.94,3.98,0.67,0.0,50.0,64.0,42.0,43.0,18.0,5.0,1,1,0,-390.0,265.0
566,RodolfoVieira,185.0,73.0,34,3.62,5.09,3.9,1.0,54.0,49.0,27.0,0.0,8.0,2.0,CodyBrundage,185.0,72.0,29,2.34,2.88,3.2,1.1,52.0,51.0,46.0,68.0,8.0,3.0,1,1,0,-250.0,188.0
567,JulianErosa,145.0,74.0,34,6.19,6.27,1.69,0.7,48.0,48.0,48.0,61.0,28.0,11.0,FernandoPadilla,145.0,76.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0,0,1,-161.0,117.0
568,JoshQuinlan,170.0,72.0,30,5.45,1.02,0.0,0.0,53.0,80.0,0.0,66.0,6.0,0.0,TreyWaters,170.0,77.0,28,4.74,6.17,0.0,3.6,27.0,61.0,0.0,0.0,7.0,1.0,0,0,0,-260.0,163.0
569,MartinBuday,265.0,77.0,32,4.59,4.88,0.0,0.0,48.0,55.0,0.0,0.0,11.0,1.0,JakeCollier,230.0,78.0,35,5.75,4.82,0.89,0.5,43.0,50.0,35.0,67.0,13.0,8.0,1,0,0,-150.0,107.0
570,CodyDurden,125.0,67.0,32,3.13,3.13,4.17,0.3,49.0,49.0,41.0,71.0,14.0,4.0,CharlesJohnson,125.0,70.0,32,4.46,3.75,0.3,0.0,53.0,56.0,14.0,60.0,13.0,4.0,1,0,0,110.0,-155.0
571,JourneyNewson,135.0,67.0,34,2.76,2.42,0.65,0.3,33.0,66.0,33.0,43.0,10.0,4.0,MarcusMcGhee,135.0,69.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0,1,0,-175.0,118.0
572,AljamainSterling,135.0,71.0,34,4.7,2.18,1.98,0.9,51.0,61.0,24.0,41.0,22.0,3.0,HenryCejudo,135.0,64.0,36,3.92,2.77,2.12,0.2,45.0,65.0,33.0,93.0,16.0,2.0,1,0,0,-120.0,-135.0
573,BelalMuhammad,170.0,11.0,35,4.47,3.68,2.19,0.2,42.0,58.0,35.0,92.0,22.0,3.0,GilbertBurns,170.0,10.0,37,3.38,3.13,2.16,0.6,47.0,54.0,37.0,47.0,22.0,5.0,1,0,0,123.0,-160.0
574,MovsarEvloev,145.0,72.0,29,4.36,2.79,4.83,0.3,46.0,63.0,50.0,71.0,16.0,0.0,DiegoLopes,145.0,11.0,29,1.96,4.31,0.0,4.4,50.0,40.0,0.0,25.0,21.0,5.0,1,0,0,-1100.0,550.0
575,KronGracie,145.0,70.0,35,5.15,8.13,0.88,0.9,41.0,53.0,25.0,0.0,5.0,1.0,CharlesJourdain,145.0,69.0,28,5.84,4.56,0.12,0.5,49.0,58.0,16.0,48.0,13.0,6.0,0,0,0,135.0,-186.0
576,DrewDober,155.0,70.0,35,4.47,4.4,0.71,0.1,40.0,51.0,17.0,55.0,26.0,11.0,MattFrevola,155.0,71.0,33,3.46,3.49,2.39,1.0,41.0,59.0,37.0,42.0,10.0,3.0,0,0,1,-250.0,175.0
577,KennedyNzechukwu,205.0,83.0,31,4.63,4.19,0.74,0.1,44.0,51.0,55.0,80.0,11.0,3.0,DevinClark,205.0,75.0,33,2.91,2.71,2.36,0.1,55.0,45.0,34.0,59.0,14.0,7.0,1,1,0,-188.0,145.0
578,KhaosWilliams,170.0,77.0,29,5.0,4.12,0.0,0.0,37.0,48.0,0.0,75.0,13.0,3.0,RolandoBedoya,170.0,11.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1,0,0,-450.0,290.0
579,BraxtonSmith,257.0,11.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,ParkerPorter,265.0,75.0,38,6.49,6.33,1.43,0.5,49.0,51.0,28.0,50.0,13.0,8.0,0,0,1,140.0,-195.0
580,JosephHolmes,185.0,80.0,28,3.1,2.73,1.41,0.9,51.0,58.0,37.0,55.0,8.0,3.0,ClaudioRibeiro,185.0,77.0,31,3.91,2.89,0.0,0.0,62.0,45.0,0.0,0.0,10.0,3.0,0,0,1,130.0,-175.0
581,JairzinhoRozenstruik,242.0,78.0,35,2.93,3.23,0.0,0.0,46.0,45.0,0.0,75.0,13.0,4.0,JailtonAlmeida,205.0,79.0,32,4.19,0.34,6.73,2.2,64.0,10.0,70.0,50.0,18.0,2.0,0,1,0,360.0,-549.0
582,AnthonySmith,205.0,76.0,35,2.99,4.37,0.44,0.7,47.0,42.0,27.0,48.0,36.0,17.0,JohnnyWalker,205.0,82.0,31,3.38,2.6,0.41,1.2,60.0,42.0,0.0,58.0,20.0,7.0,0,0,0,-107.0,-130.0
583,DanielRodriguez,170.0,74.0,37,7.42,5.22,0.63,0.1,50.0,56.0,50.0,63.0,17.0,3.0,IanGarry,170.0,74.0,26,6.79,4.19,0.3,0.0,56.0,52.0,50.0,63.0,11.0,0.0,0,0,1,210.0,-305.0
584,CarlosUlberg,205.0,77.0,33,8.27,3.53,0.99,0.0,62.0,53.0,0.0,0.0,8.0,1.0,IhorPotieria,205.0,75.0,27,4.72,5.45,0.0,0.0,56.0,43.0,0.0,33.0,19.0,3.0,1,0,1,-490.0,320.0
585,TimMeans,170.0,75.0,39,4.91,3.58,1.13,0.2,48.0,60.0,41.0,65.0,32.0,14.0,AlexMorono,170.0,11.0,33,5.22,4.09,0.3,0.3,42.0,57.0,20.0,53.0,22.0,8.0,0,1,0,170.0,-230.0
586,MattBrown,170.0,75.0,42,3.77,2.94,1.71,1.3,55.0,54.0,46.0,64.0,25.0,19.0,CourtMcGee,170.0,11.0,39,4.68,3.69,1.86,0.5,37.0,60.0,25.0,69.0,22.0,11.0,1,0,1,170.0,-235.0
587,KarlWilliams,235.0,79.0,33,2.07,0.9,5.5,0.0,61.0,53.0,68.0,0.0,8.0,1.0,ChaseSherman,250.0,78.0,34,6.3,6.85,0.1,0.0,46.0,51.0,50.0,66.0,16.0,11.0,1,0,0,-450.0,300.0
588,CodyStamann,135.0,64.0,34,4.47,3.59,2.47,0.0,48.0,62.0,41.0,75.0,21.0,5.0,DouglasSilvadeAndrade,135.0,68.0,38,3.61,4.03,0.68,0.2,39.0,57.0,50.0,69.0,28.0,5.0,0,0,0,-175.0,130.0
589,BryanBattle,170.0,77.0,29,4.42,3.87,0.79,0.4,54.0,40.0,20.0,38.0,9.0,2.0,GabeGreen,170.0,10.0,30,6.2,6.92,0.83,0.3,45.0,46.0,50.0,53.0,11.0,4.0,1,0,1,108.0,-144.0
590,EdmenShahbazyan,185.0,75.0,26,3.59,3.87,2.31,0.5,50.0,46.0,37.0,65.0,12.0,3.0,AnthonyHernandez,185.0,75.0,30,4.03,3.5,6.49,2.4,59.0,47.0,64.0,66.0,10.0,2.0,0,0,1,160.0,-220.0
591,AndreFialho,170.0,74.0,29,3.17,6.22,0.0,0.0,38.0,46.0,0.0,71.0,16.0,6.0,JoaquinBuckley,170.0,10.0,29,3.87,3.53,1.23,0.0,32.0,55.0,30.0,66.0,15.0,6.0,0,0,1,175.0,-235.0
592,DiegoFerreira,155.0,74.0,38,4.67,3.35,0.75,0.8,37.0,56.0,24.0,63.0,17.0,5.0,MichaelJohnson,155.0,10.0,37,4.27,3.9,0.47,0.1,38.0,58.0,38.0,80.0,22.0,18.0,1,0,1,-160.0,115.0
593,OrionCosce,170.0,11.0,29,2.92,3.53,2.3,0.0,53.0,46.0,40.0,72.0,8.0,1.0,GilbertUrbina,170.0,75.0,27,6.21,6.34,4.14,0.0,59.0,47.0,33.0,0.0,6.0,3.0,0,0,1,-115.0,-130.0
594,IlirLatifi,230.0,10.0,41,1.92,2.75,2.13,0.3,42.0,56.0,36.0,0.0,17.0,8.0,RodrigoNascimento,246.0,80.0,31,4.05,5.22,2.3,1.4,51.0,41.0,41.0,0.0,9.0,1.0,0,0,0,150.0,-200.0
595,ChaseHooper,155.0,74.0,24,4.04,3.72,1.56,2.3,48.0,34.0,26.0,50.0,11.0,3.0,NickFiore,155.0,10.0,26,2.27,5.93,1.0,0.0,36.0,47.0,33.0,25.0,6.0,1.0,1,0,0,100.0,-138.0
596,TakashiSato,170.0,10.0,33,2.28,4.25,0.34,0.0,37.0,44.0,50.0,60.0,16.0,6.0,ThembaGorimbo,170.0,77.0,32,0.91,1.06,4.53,0.0,60.0,58.0,0.0,0.0,10.0,4.0,0,0,0,100.0,-142.0
597,AlexCaceres,145.0,10.0,35,4.16,2.92,0.57,0.8,51.0,64.0,70.0,64.0,20.0,13.0,DanielPineda,145.0,69.0,38,3.32,3.03,1.47,1.8,49.0,48.0,24.0,48.0,28.0,14.0,1,0,0,-220.0,145.0
598,AndreiArlovski,240.0,77.0,44,3.79,3.2,0.4,0.2,45.0,57.0,36.0,76.0,34.0,21.0,Don'TaleMayes,260.0,81.0,31,3.41,3.8,0.96,0.0,45.0,43.0,50.0,56.0,9.0,5.0,0,0,1,-113.0,-148.0
599,JohnCastaneda,135.0,71.0,32,4.66,5.0,1.34,0.3,47.0,54.0,33.0,60.0,19.0,6.0,MuinGafurov,135.0,68.0,27,2.07,3.13,5.0,0.0,47.0,39.0,41.0,0.0,18.0,4.0,1,0,0,-130.0,100.0
600,JamieMullarkey,155.0,74.0,29,4.13,4.28,2.62,0.2,45.0,54.0,35.0,72.0,16.0,5.0,MuhammadNaimov,155.0,70.0,29,3.47,5.87,0.0,0.0,41.0,44.0,0.0,25.0,8.0,2.0,0,0,1,-500.0,340.0
601,CharlesOliveira,155.0,10.0,34,3.48,3.2,2.37,2.8,53.0,51.0,40.0,55.0,33.0,9.0,BeneilDariush,155.0,10.0,34,3.81,2.55,1.95,0.9,49.0,58.0,34.0,80.0,22.0,4.0,1,0,1,-110.0,-150.0
602,MikeMalott,170.0,73.0,32,4.49,3.48,1.91,1.3,41.0,54.0,42.0,0.0,9.0,1.0,AdamFugitt,170.0,77.0,34,5.4,5.9,4.76,0.0,58.0,46.0,33.0,0.0,9.0,3.0,1,1,0,-230.0,170.0
603,Marc-AndreBarriault,185.0,74.0,33,5.9,5.18,0.28,0.1,47.0,54.0,25.0,62.0,15.0,6.0,ErykAnders,185.0,75.0,36,3.39,4.22,1.59,0.1,47.0,50.0,26.0,79.0,15.0,7.0,1,0,0,-167.0,118.0
604,AiemannZahabi,135.0,68.0,36,3.01,3.38,0.25,0.0,43.0,72.0,16.0,75.0,9.0,2.0,Aoriqileng,135.0,69.0,30,6.07,7.18,1.57,0.0,48.0,48.0,45.0,55.0,24.0,9.0,1,0,1,-105.0,-145.0
605,KyleNelson,145.0,11.0,32,2.85,4.89,1.71,1.0,44.0,45.0,23.0,63.0,13.0,5.0,BlakeBilder,145.0,68.0,33,6.58,5.05,0.82,1.6,57.0,58.0,14.0,0.0,8.0,0.0,1,0,0,170.0,-295.0
606,DavidDvorak,125.0,68.0,31,3.47,3.21,0.48,0.2,42.0,59.0,28.0,81.0,20.0,5.0,SteveErceg,125.0,68.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0,0,0,-315.0,210.0
607,MarvinVettori,185.0,74.0,30,4.38,3.65,1.77,0.5,44.0,59.0,44.0,75.0,19.0,6.0,JaredCannonier,185.0,11.0,39,4.0,3.86,0.17,0.0,50.0,61.0,25.0,64.0,16.0,6.0,0,0,0,-140.0,100.0
608,ArmanTsarukyan,155.0,72.0,27,3.56,1.93,3.3,0.0,45.0,54.0,33.0,75.0,19.0,3.0,JoaquimSilva,155.0,69.0,34,4.08,4.58,0.21,0.6,39.0,55.0,50.0,65.0,12.0,4.0,1,0,1,-1667.0,600.0
609,ArmenPetrosyan,185.0,71.0,33,5.99,2.75,0.0,0.0,51.0,58.0,0.0,25.0,8.0,2.0,ChristianLeroyDuncan,185.0,79.0,28,4.82,2.14,0.0,0.0,64.0,33.0,0.0,0.0,8.0,0.0,1,0,0,125.0,-190.0
610,PatSabatini,145.0,70.0,33,1.67,1.5,3.75,1.9,55.0,52.0,42.0,42.0,17.0,4.0,LucasAlmeida,145.0,11.0,32,6.6,5.63,0.0,0.0,47.0,48.0,0.0,50.0,14.0,1.0,1,1,0,-200.0,150.0
611,ManuelTorres,155.0,10.0,28,0.5,3.74,0.0,0.0,55.0,58.0,0.0,0.0,13.0,2.0,NikolasMotta,155.0,70.0,30,3.37,4.54,0.0,0.0,34.0,60.0,0.0,0.0,13.0,4.0,1,0,1,-210.0,150.0
612,KyungHoKang,135.0,73.0,36,2.99,2.87,2.0,0.8,48.0,58.0,55.0,70.0,18.0,9.0,CristianQuinonez,135.0,70.0,27,5.21,4.6,0.82,0.0,41.0,62.0,0.0,0.0,18.0,3.0,1,1,0,118.0,-163.0
613,CarlosHernandez,125.0,67.0,30,4.93,4.12,0.9,0.5,47.0,45.0,11.0,66.0,8.0,2.0,DenysBondar,125.0,69.0,31,2.93,2.2,0.98,0.0,80.0,72.0,0.0,0.0,16.0,4.0,1,0,0,110.0,-165.0
614,ZacPauga,205.0,76.0,35,4.42,1.99,0.0,0.0,67.0,65.0,0.0,0.0,7.0,1.0,ModestasBukauskas,205.0,78.0,29,3.37,4.02,0.0,0.0,38.0,50.0,0.0,71.0,14.0,5.0,0,0,0,150.0,-210.0
615,DavidOnama,145.0,11.0,29,5.3,5.75,1.06,0.3,45.0,51.0,20.0,45.0,10.0,2.0,GabrielSantos,145.0,70.0,27,4.6,6.2,5.0,0.0,56.0,42.0,45.0,50.0,10.0,1.0,1,0,1,175.0,-235.0
616,BrendanAllen,185.0,75.0,28,3.85,3.87,1.27,1.6,53.0,46.0,47.0,55.0,21.0,5.0,BrunoSilva,185.0,74.0,34,4.47,4.55,0.61,0.0,47.0,48.0,18.0,71.0,23.0,8.0,1,1,0,-230.0,150.0
617,NeilMagny,170.0,80.0,36,3.59,2.25,2.4,0.3,46.0,54.0,42.0,56.0,27.0,11.0,PhilRowe,170.0,80.0,33,4.39,4.97,0.81,0.5,52.0,53.0,37.0,52.0,10.0,3.0,1,0,0,-180.0,140.0
618,RandyBrown,170.0,78.0,33,4.39,3.3,0.68,0.6,47.0,54.0,33.0,71.0,16.0,5.0,WellingtonTurman,170.0,72.0,27,2.92,3.79,1.79,1.0,49.0,44.0,21.0,50.0,18.0,6.0,1,0,0,-275.0,185.0
